web-scraper-order,web-scraper-start-url,titulo,precio,habts,ban,mets
1620528022-15684,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-16.html,"Se Vende Preciosa Casa en Cumbres del Lago, 4ta Rec en Pb, Cto Serv, Jardín.","MN 6,100,000",4 rec.,"4
					
						baños",285 m²
1620528946-17995,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-26.html,Casa en Venta en Residencial El Refugio,"MN 2,500,000",4 rec.,"3
					
						baños",133 m²
1620530001-20706,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-3.html,Casa de 4 Hab. + Roof Garden en Lomas de Juriquilla,"MN 4,950,000",4 rec.,"4
					
						baños",250 m²
1620529859-20287,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-20.html,"Casa en Venta en Juriquilla, Querétaro","MN 8,700,000",4 rec.,"4
					
						baños",667 m²
1620527794-15163,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-38.html,"Oportunidad, Cumbres del Lago, 3 Recámaras, 3 Baños, Estudio, Jardín, Ganela!","MN 2,450,000",3 rec.,"3
					
						baños",195 m²
1620528965-18048,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-24.html,Casa en Venta El Refugio Queretaro,"MN 2,950,000",3 rec.,"2
					
						baños",138 m²
1620529809-20136,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-26.html,¡Enamora a Tu Vista con Esta Increíble Casa!,"MN 2,500,000",3 rec.,"2
					
						baños",163 m²
1620529499-19315,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-61.html,"Casa en Juriquilla, Querétaro, Qro.","MN 3,219,000",3 rec.,"3
					
						baños",170 m²
1620528157-16057,https://www.inmuebles24.com/casas-en-venta-en-centro-sur-pagina-5.html,"Preciosa Residencia en Centro Sur, Jardín, Cto Serv, 4 Recam","MN 5,350,000",4 rec.,"3
					
						baños",180 m²
1620527996-15622,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-19.html,Casa en Venta en Cumbres del Lago,"MN 4,200,000",3 rec.,"3
					
						baños",277 m²
1620528047-15746,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-13.html,"Preciosa, Cumbres del Lago, 3 Recámaras, Jardín, Alberca, 3.5 Baños, Ganela","MN 2,949,900",3 rec.,"3
					
						baños",180 m²
1620528566-17046,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-13.html,"Residencia en Milenio III, 3 Recámaras, Estudio o 4ta Recámara en Planta Baja.","MN 2,450,000",3 rec.,"2
					
						baños",192 m²
1620527730-14980,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-45.html,Casa en Venta en Cumbres del Lago,"MN 5,400,000",3 rec.,"3
					
						baños",280 m²
1620529960-20580,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-8.html,Juriquilla Hermosa Residencia Al Lago y Campo de Golf Impecable C630 T1000,"MN 12,900,000",3 rec.,"3
					
						baños",1000 m²
1620529154-18552,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-3.html,"Con Gran Jardin, a un Minuto de Paseo Queretaro","MN 3,390,000",3 rec.,"2
					
						baños",250 m²
1620529918-20459,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-13.html,Casa en Venta en Punta Juriquilla,"MN 3,380,000",3 rec.,"3
					
						baños",185 m²
1620529057-18280,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-14.html,Casa en Venta El Refugio 3 Habitaciones Jrh,"MN 5,290,000",3 rec.,"3
					
						baños",250 m²
1620528099-15911,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-7.html,Casa en Venta en Cumbres del Lago,"MN 24,000,000",5 rec.,"8
					
						baños",1000 m²
1620527887-15330,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-31.html,"Preciosa Residencia en La Condesa Juriquilla, 3 Recs, 4.5 Baños, Cto Serv, Lujo!","MN 3,500,000",3 rec.,"4
					
						baños",190 m²
1620529019-18206,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-18.html,Venta Casa en El Refugio,"MN 2,500,000",3 rec.,"3
					
						baños",166 m²
1620527878-15293,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-32.html,"Preciosa Residencia en La Condesa Juriquilla, 4ta Recamara E","MN 4,350,000",4 rec.,"4
					
						baños",185 m²
1620529977-20625,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-6.html,Residencia Nueva en Lomas de Juriquilla Qro. * Aceptan Creditos Bancarios,"MN 6,900,000",3 rec.,"3
					
						baños",250 m²
1620528626-17177,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-7.html,"3 Niveles, Milenio III Privada, 3 Niveles, 3 Recs, 2.5 Baños, Equipada, C.183 m²","MN 2,000,000",3 rec.,"2
					
						baños",150 m²
1620528210-16194,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,Casa en Venta en Jurica Querétaro,"MN 12,000,000",4 rec.,"4
					
						baños",650 m²
1620528374-16535,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-1.html,Casa en Venta - Jurica - Queretaro - C939,"MN 5,100,000",3 rec.,"2
					
						baños",525 m²
1620529927-20485,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-12.html,"Preciosa Residencia en San Isidro Juriquilla, 3 Recs, 2.5 Baños, Estudio, Jardín","MN 2,200,000",3 rec.,"2
					
						baños",144 m²
1620529952-20558,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-9.html,Casa en Venta en Lomas de Juriquilla,"MN 4,700,000",3 rec.,"3
					
						baños",250 m²
1620529627-19669,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-46.html,"Residencia de Autor en Juriquilla, 3 Recámaras con Baño y Vestidor, Gran Jardín.","MN 5,500,000",3 rec.,"4
					
						baños",450 m²
1620529532-19399,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-57.html,"Preciosa Casa en San Isidro Juriquilla, 3 Recamaras, Jardín","MN 2,850,000",3 rec.,"2
					
						baños",161 m²
1620528584-17099,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-11.html,"Linda Casa en Milenio, 3 Recamaras, 3.5 Baños, Casa Club, Privada.","MN 2,980,000",3 rec.,"3
					
						baños",135 m²
1620528236-16267,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-13.html,Casa Venta Jurica Campestre,"MN 13,700,000",4 rec.,"5
					
						baños",1200 m²
1620527939-15461,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-25.html,Residencia de Autor en Fraccionamiento de Lujo Cumbres del Lago,"MN 6,500,000",4 rec.,"4
					
						baños",270 m²
1620528436-16684,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-9.html,"Hermosa Casa en Tejeda, Muy Cerca del Parque, 4 Recámaras, Jardín, Estudio","MN 2,600,000",4 rec.,"4
					
						baños",346 m²
1620529226-18725,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-9.html,En Venta Preciosa Residencia en El Campanario - Luxury - Dis,"MN 17,900,000",3 rec.,"4
					
						baños",1268 m²
1620528055-15790,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-12.html,"Preciosa Residencia en Cumbres del Lago, Jardín, 4 Recamaras","MN 5,800,000",4 rec.,"5
					
						baños",280 m²
1620528794-17618,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-42.html,Casa en Venta - El Refugio - C1526,"MN 2,350,000",3 rec.,"2
					
						baños",129 m²
1620529574-19531,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-52.html,"Hermosa Residencia en Grand Juriquilla, 3 Recámaras, Family Room, Alberca, Lujo!","MN 2,400,000",3 rec.,"3
					
						baños",220 m²
1620528775-17575,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-44.html,Casa en Venta en El Refugio Ganala,"MN 2,750,000",3 rec.,"3
					
						baños",135 m²
1620529236-18755,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-8.html,Casa Preventa Campanario,"MN 40,000,000",6 rec.,"7
					
						baños",1283 m²
1620529281-18830,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-5.html,"El Campanario, Diseño y Confort","MN 19,200,000",4 rec.,"4
					
						baños",750 m²
1620527996-15623,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-19.html,Casa en Cumbres del Lago Excelente Ubicacion,"MN 4,850,000",3 rec.,"3
					
						baños",317 m²
1620528566-17034,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-13.html,"Preciosa Casa en Milenio III, Seguridad 24.7, Alberca 4ta Re","MN 3,250,000",4 rec.,"3
					
						baños",131 m²
1620528825-17681,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-39.html,"Preciosa Casa en El Refugio, 3 Recamaras, Una en Pb, Jardín","MN 3,280,000",3 rec.,"3
					
						baños",144 m²
1620528918-17930,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-29.html,El Refugio Casa con Acabados de Lujos de 3 Recamaras y 215 M²!,"MN 4,490,000",3 rec.,"2
					
						baños",230 m²
1620528825-17701,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-39.html,"Preciosa Casa en El Refugio, 3 Niveles Roof Garden, Estudio","MN 2,800,000",3 rec.,"2
					
						baños",150 m²
1620529092-18382,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-10.html,"Estrena Casa en El Refugio, 4 Recamaras, Una en Pb, 3 Baños","MN 2,500,000",4 rec.,"3
					
						baños",160 m²
1620529910-20434,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-14.html,Casa en Venta Juriquilla Bio Grand Queretaro,"MN 2,900,000",3 rec.,"4
					
						baños",165 m²
1620528807-17647,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-41.html,"El Refugio, a Unos Pasos del Parque, 3 Recámaras, 2.5 Baños, Semi Nueva Ganela","MN 2,050,000",3 rec.,"2
					
						baños",169 m²
1620529644-19720,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-44.html,Casa en Venta Grand Juriquilla,"MN 2,650,000",3 rec.,"3
					
						baños",192 m²
1620528833-17720,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-38.html,"El Refugio, Estudio o 4ta Recámara en Planta Baja, Jardín, Equipada","MN 2,250,000",4 rec.,"3
					
						baños",129 m²
1620529817-20170,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-25.html,Vendo Casa Nueva con Diseño Vanguardista y Amplia Recámara Principal en Juriquilla.,"MN 3,525,754",3 rec.,"2
					
						baños",170 m²
1620528099-15905,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-7.html,Casa en Venta Lago Mecoacan en Cumbres!,"MN 4,750,000",3 rec.,"4
					
						baños",270 m²
1620529741-19957,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-34.html,"Altos de Juriquilla, Casas en Pre Venta con Moderno Diseño. Fvr","MN 3,698,000",4 rec.,"4
					
						baños",180 m²
1620528073-15830,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-10.html,"Hermosa Residencia en Altos Juriquilla, 3 Recamaras, 3.5 Baños, Jardín, Alberca","MN 3,350,000",3 rec.,"3
					
						baños",162 m²
1620527699-14910,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-48.html,"Estrena Hermosa Casa en Cumbres del Lago, con Roof Garden, Alberca. 3 Recámaras","MN 3,250,000",3 rec.,"2
					
						baños",184 m²
1620529582-19539,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-51.html,Vendo Casa en Fraccionamiento Exclusivo en San Isidro Juriqu,"MN 2,065,000",3 rec.,"2
					
						baños",129 m²
1620528539-16981,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-16.html,"""Remate de Casa""","MN 1,400,000",2 rec.,"1
					
						baño",90 m²
1620527720-14961,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-46.html,"Hermosa Residencia en Altos Juriquilla, 4ta Recamara, Roof Top, Cto Serv","MN 4,733,000",4 rec.,"4
					
						baños",190 m²
1620529935-20514,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-11.html,Casa en Venta en Juriquilla,"MN 17,900,000",3 rec.,"4
					
						baños",908 m²
1620528748-17491,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-47.html,"Preciosas Casas en Venta, Zakia Argenta Elite, Varios Modelos y Precios, Ganelos","MN 1,990,000",3 rec.,"4
					
						baños",140 m²
1620528946-17998,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-26.html,Casa en Venta en El Refugio,"MN 4,590,000",3 rec.,"2
					
						baños",260 m²
1620528022-15674,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-16.html,En Venta Casa en Juriquilla Cumbres del Lago,"MN 5,800,000",3 rec.,"4
					
						baños",270 m²
1620528711-17394,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-51.html,Casa en El Refugio en Venta Jl,"MN 2,350,000",3 rec.,"2
					
						baños",120 m²
1620528756-17530,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-46.html,"Linda Casa, El Refugio, Alberca, 3 Niveles 4 Recámaras, 3.5 Baños Roof Garden","MN 2,350,000",4 rec.,"3
					
						baños",128 m²
1620529049-18268,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-15.html,Linda Casa en Venta en El Refugio Aqc,"MN 2,340,000",3 rec.,"2
					
						baños",102 m²
1620528013-15662,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-17.html,"En Venta Hermosa Casa en La Condesa Juriquilla, 4 Recámaras, 4 Baños, Premium!","MN 5,100,000",4 rec.,"4
					
						baños",209 m²
1620527794-15167,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-38.html,"Rcv9358, Cumbres del Lago, Queretaro, Casa en Venta","MN 5,299,990",3 rec.,"4
					
						baños",270 m²
1620529216-18710,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-10.html,Casa Madeleine en El Campanario,"USD 2,000,000",3 rec.,"4
					
						baños",724 m²
1620527741-15001,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-44.html,"Preciosa Residencia en Cumbres del Lago, Estudio, Family Room, Gran Jardín","MN 4,500,000",4 rec.,"5
					
						baños",270 m²
1620529330-18934,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-6.html,Zen House Casa en Venta,"MN 3,650,000",3 rec.,"2
					
						baños",144 m²
1620529674-19774,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-41.html,Casa en Venta Juriquilla Queretaro con 4 Habitaciones,"MN 7,950,000",4 rec.,"4
					
						baños",550 m²
1620529674-19784,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-41.html,"Residencia en Real de Juriquilla, 3 Niveles, 4ta Recámara en Pb, Jardín, Roof!","MN 3,500,000",4 rec.,"3
					
						baños",225 m²
1620528388-16583,https://www.inmuebles24.com/casas-en-venta-en-los-candiles-pagina-1.html,"Col Bernardo Quintana, Candiles. 3 Niveles, 5 Recámaras, 5 Baños, Consultorio!","MN 2,200,000",5 rec.,"4
					
						baños",110 m²
1620528825-17702,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-39.html,"Preciosa Casa en El Refugio, 3 Recámaras, 2.5 Baños, Rec en Pb, Jardín, Lujo","MN 2,300,000",3 rec.,"3
					
						baños",128 m²
1620529039-18243,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-16.html,Casa en Venta en Residencial El Refugio,"MN 2,400,000",3 rec.,"3
					
						baños",129 m²
1620527905-15379,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-29.html,"Residencia de Autor en Cumbres del Lago, 3 Niveles, 4 Recamaras, Cto Serv, Lujo","MN 6,200,000",4 rec.,"5
					
						baños",280 m²
1620527832-15240,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-35.html,"En Venta Divina Residencia de Autor en Cumbres del Lago, 4 Recamaras, 5 Baños","MN 6,500,000",4 rec.,"4
					
						baños",296 m²
1620529644-19719,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-44.html,"Preciosa Casa en Juriquilla, La Gran Reserva Preserve, 3 Rec","MN 2,750,000",3 rec.,"2
					
						baños",160 m²
1620528873-17808,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-34.html,Casa en Venta El Refugio Queretaro Rcv - Cp,"MN 3,290,000",3 rec.,"2
					
						baños",128 m²
1620528365-16512,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,"Residencial - Casa - Venta en Jurica, Querétaro. en Calle Abierta","MN 7,900,000",5 rec.,"4
					
						baños",1000 m²
1620529768-20023,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-31.html,"Vendo Amplia Casa con Jardín con Excelente Ubicación en Juriquilla, Queretaro en $3,990,000 Pesos","MN 3,990,000",3 rec.,"5
					
						baños",250 m²
1620529144-18539,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-4.html,Casa en Venta en El Refugio,"MN 4,490,000",3 rec.,"3
					
						baños",215 m²
1620529399-19087,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-70.html,Casa de 3 Hab. (1 en P. B.) en Juriquilla,"MN 3,750,000",3 rec.,"3
					
						baños",189 m²
1620527958-15518,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-23.html,"Linda Residencia en Cumbres del Lago, Junto Al Parque, Habitación en Pb, Lujo","MN 5,300,000",3 rec.,"3
					
						baños",306 m²
1620528843-17736,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-37.html,"El Refugio Roof Garden, 3 Recámaras, 3.5 Baños, Estudio, Hermosa C.297 m² Ganela!","MN 3,600,000",3 rec.,"3
					
						baños",250 m²
1620528388-16577,https://www.inmuebles24.com/casas-en-venta-en-los-candiles-pagina-1.html,Casa en Venta Excelente Ubicación,"MN 1,900,000",3 rec.,"2
					
						baños",108 m²
1620527976-15570,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-21.html,Casa en Cumbres del Lago Excelente Ubicacion,"MN 4,850,000",3 rec.,"3
					
						baños",317 m²
1620528833-17713,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-38.html,Venta de Casa Residencial El Refugio,"MN 2,900,000",3 rec.,"3
					
						baños",128 m²
1620528748-17490,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-47.html,Casa en Preventa El Refugio Queretaro,"MN 3,150,000",3 rec.,"3
					
						baños",156 m²
1620528487-16837,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-3.html,"Estrena Casa, El Pueblito Centro San Joaquín, 3 Recámaras, 2.5 Baños, Alberca","MN 1,776,500",3 rec.,"2
					
						baños",126 m²
1620529566-19490,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-53.html,Casa en Venta en Provincia Juriquilla,"MN 22,500,000",5 rec.,"7
					
						baños",1000 m²
1620529706-19858,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-38.html,"Hermosa Casa en San Isidro Juriquilla, Roof Garden, Jardín, Alberca, 3 Recámara","MN 1,900,000",3 rec.,"2
					
						baños",128 m²
1620528784-17592,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-43.html,"En Querétaro, Construimos La Casa Que Soñaste, También Tenem","MN 1,500,000",3 rec.,"3
					
						baños",250 m²
1620527878-15295,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-32.html,Casa en Venta Cumbres del Lago 2 Habitaciones Jgcc,"MN 2,704,000",2 rec.,"2
					
						baños",270 m²
1620528406-16622,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-12.html,"Preciosa Casa en El Pueblito Centro, 3 Recamaras, Alberca, J","MN 1,515,000",3 rec.,"2
					
						baños",103 m²
1620528825-17688,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-39.html,Casa de 3 Hab. + Roof Garden en El Refugio,"MN 4,700,000",3 rec.,"3
					
						baños",255 m²
1620528626-17175,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-7.html,"Vendo Casa en Milenio III, en Privada Lucepolis con Roof Garden y Recamara en Planta Baja en Queréta","MN 3,350,000",4 rec.,"3
					
						baños",128 m²
1620527720-14970,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-46.html,Casa en Venta en Cumbres del Lago con Extraordinarios Espaci,"MN 5,600,000",4 rec.,"4
					
						baños",280 m²
1620529749-19983,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-33.html,"Casa Nueva, Moderna con Cto de Servicio en Cumbres del Lago Juriquilla Amplio Jardín","MN 4,750,000",3 rec.,"4
					
						baños",270 m²
1620529074-18335,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-12.html,"Preciosa Casa Entre El Refugio y Zibatá, 3 Recamaras, 2.5 Baños, Seguridad 24.7","MN 1,800,000",3 rec.,"2
					
						baños",110 m²
1620527949-15486,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-24.html,"Residencia en Cumbres del Lago, C420 m², Roof Garden, Sótan","MN 6,600,000",3 rec.,"4
					
						baños",310 m²
1620529001-18146,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-20.html,"Preciosa, El Refugio, Alberca, 3 Niveles, 4 Recámaras, 3.5 B","MN 2,500,000",4 rec.,"3
					
						baños",128 m²
1620529216-18694,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-10.html,"Casa en Venta en El Campanario, Querétaro","MN 17,500,000",4 rec.,"4
					
						baños",592 m²
1620527985-15586,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-20.html,Casa Hermosa en Cumbres de Lago Gran Plusvalia,"MN 8,600,000",3 rec.,"4
					
						baños",317 m²
1620528602-17146,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-9.html,"Hermosa Residencia en Milenio III, 3 Recámaras, Estudio o 4ta Rec en Pb, Salatv.","MN 2,720,000",3 rec.,"3
					
						baños",180 m²
1620528852-17754,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-36.html,"Hermosa Casa en Venta en El Refugio, 3 Recamaras, Estudio, Roof Garden.","MN 2,650,000",3 rec.,"2
					
						baños",181 m²
1620529776-20047,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-30.html,Casa en Venta en Juriquilla,"MN 2,500,000",3 rec.,"4
					
						baños",120 m²
1620528273-16320,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-10.html,Jurica Casa en Exclusivo Condominio de 4 Recamaras!,"MN 3,894,830",4 rec.,"3
					
						baños",165 m²
1620529453-19181,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-66.html,Casa en Venta Juriquilla Queretaro 3 Recamaras con Vestidor y Baño Amplios Espacios Cuarto de Servic,"MN 7,350,000",3 rec.,"5
					
						baños",590 m²
1620529001-18157,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-20.html,"Estrena Ya! Entre El Refugio y Zibatá, 3 Recámaras, 3 Baños","MN 1,575,000",3 rec.,"3
					
						baños",100 m²
1620528227-16225,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-14.html,"Casa en Venta en Jurica, C505","MN 15,000,000",5 rec.,"5
					
						baños",2200 m²
1620529674-19782,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-41.html,"Preciosa Residencia en Grand Juriquilla, 3 Recamaras, 3.5 Ba","MN 2,900,000",3 rec.,"3
					
						baños",189 m²
1620527769-15094,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-41.html,"Se Vende Hermosa Casa en La Condesa Juriquilla, 3 Recámaras, 3.5 Baños, Estudio","MN 3,200,000",3 rec.,"3
					
						baños",195 m²
1620529102-18421,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-9.html,"Estrena Casa de Autor en El Refugio, 3 Recámaras, Jardín, Equipada,.lujo.","MN 3,000,000",3 rec.,"2
					
						baños",172 m²
1620528374-16557,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-1.html,Jurica,"MN 12,000,000",4 rec.,"4
					
						baños",2220 m²
1620528125-15976,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-4.html,"Hermosa Casa, La Condesa Juriquilla, Estudio o 4ta Recamara en Pb, Doble Altura","MN 3,650,000",4 rec.,"3
					
						baños",196 m²
1620528937-17977,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-27.html,"Preciosa Casa en El Refugio, 3 Recámaras, 2.5 Baños, Rec en","MN 2,525,000",3 rec.,"3
					
						baños",128 m²
1620528794-17620,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-42.html,Casa en Venta en El Refugio,"MN 3,500,000",3 rec.,"3
					
						baños",130 m²
1620527939-15478,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-25.html,"Preciosa Residencia en Cumbres del Lago, Roof Garden, Alberca, Jardín, Equipada!","MN 3,815,000",3 rec.,"3
					
						baños",288 m²
1620529768-20029,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-31.html,"Hermosa Casa en Grand Juriquilla, Roof Garden, Jardín, 3 Rec","MN 2,410,000",3 rec.,"4
					
						baños",189 m²
1620529306-18893,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-2.html,Casa - Querétaro,"MN 22,900,000",4 rec.,"4
					
						baños",700 m²
1620529674-19797,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-41.html,Bellas Casas de 2 Niveles en Venta en Juriquilla,"MN 5,728,000",3 rec.,"3
					
						baños",236 m²
1620528993-18130,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-21.html,Casa en Venta en Queretato,"MN 2,785,421",3 rec.,"2
					
						baños",140 m²
1620529111-18439,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-8.html,"Hermosa Residencia en El Refugio, Roof Garden, 4ta Recamara en Pb, Premium!","MN 3,480,000",4 rec.,"3
					
						baños",140 m²
1620528852-17759,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-36.html,"Casa en Venta en El Refugio, Bojai","MN 4,000,000",3 rec.,"4
					
						baños",190 m²
